row,col
95,93
77,52
52,97
59,37
18,73
39,50
98,98
90,14
60,84
4,56
97,58
41,14
56,99
83,63
41,32
72,51
89,9
98,49
68,55
90,12
82,84
38,46
79,8
78,50
67,68
36,98
89,98
11,53
46,95
40,27
41,6
65,35
99,12
85,22
10,56
43,68
59,74
42,6
3,29
45,39
36,87
50,6
71,87
57,63
10,14
91,8
40,15
87,63
25,8
51,1
81,43
13,22
55,42
6,78
0,91
34,6
53,49
51,40
3,67
68,47
97,60
65,9
45,60
69,43
81,57
97,4
90,93
64,89
98,37
73,69
16,90
28,54
24,57
52,51
35,0
87,51
17,52
1,22
41,66
66,97
86,92
73,81
0,98
88,6
81,62
17,2
38,26
32,9
25,26
23,54
79,13
87,4
97,24
34,79
3,81
25,87
0,68
16,55
69,68
26,13
21,53
79,95
5,6
51,47
37,45
16,27
89,47
22,31
9,85
53,17
16,75
52,9
36,76
88,7
29,64
23,75
42,60
85,53
88,30
15,13
