row,col
99,95
92,45
7,36
49,82
1,38
50,44
36,55
96,60
10,19
99,27
41,64
39,51
51,88
67,99
99,43
43,59
1,3
5,18
76,79
70,7
54,15
65,75
87,74
78,20
81,23
81,65
12,7
66,66
70,99
60,86
11,99
27,99
60,29
92,19
12,55
47,0
84,32
69,70
30,29
99,27
48,43
34,47
16,56
10,93
92,77
5,7
51,73
71,63
95,65
23,91
94,11
53,28
46,62
52,51
50,27
55,24
64,33
77,38
61,23
3,48
84,27
86,52
32,42
70,28
99,16
70,21
82,48
42,0
81,85
62,91
64,24
99,30
49,56
77,46
85,61
67,99
91,38
46,99
54,49
42,46
99,86
34,57
42,47
99,89
1,74
33,42
0,24
52,67
15,46
20,60
44,66
3,18
28,14
72,48
74,38
54,82
41,93
5,99
99,98
55,44
30,99
99,14
1,62
25,77
20,59
25,12
75,96
3,66
42,24
32,47
12,47
95,15
16,99
95,3
97,85
81,21
48,49
63,87
55,69
28,32
28,72
36,46
50,10
83,39
7,99
76,12
86,43
18,57
85,34
92,3
