row,col
23,11
50,80
25,37
71,41
70,8
30,52
1,55
2,34
3,11
28,37
15,35
6,85
87,17
46,44
33,4
4,67
91,37
33,19
10,73
78,69
2,25
76,64
63,82
78,12
54,27
57,44
68,88
34,64
90,53
41,54
19,79
35,84
74,6
12,29
25,31
89,18
94,8
88,79
69,57
21,20
82,96
36,92
46,41
86,19
88,4
8,62
30,81
46,42
76,81
62,63
53,36
59,97
16,66
97,21
88,5
11,7
48,77
2,76
62,56
48,11
46,0
20,34
45,88
90,29
99,26
90,16
56,38
3,19
87,95
39,13
37,89
9,95
78,49
11,4
7,9
65,95
67,1
86,20
33,24
94,5
49,30
28,72
37,13
79,26
42,85
5,70
29,17
88,74
74,80
37,32
66,23
55,77
88,91
27,21
11,19
75,99
13,47
82,70
17,30
91,80
19,43
27,96
5,81
84,85
10,14
73,39
5,36
22,42
89,68
21,64
