row,col
17,48
93,86
83,75
79,8
21,95
56,60
10,92
19,30
52,12
68,45
12,24
65,67
56,85
95,74
55,83
90,96
20,67
73,65
40,8
85,58
80,78
24,61
77,93
38,54
85,3
61,89
90,56
31,80
39,74
60,16
83,92
44,47
8,48
18,26
73,86
47,7
87,6
12,85
62,82
55,40
4,36
11,20
91,1
17,37
7,12
70,62
99,7
86,91
45,38
10,18
50,69
87,83
96,36
52,25
97,17
94,89
28,67
18,19
32,14
80,24
2,15
87,28
60,97
24,71
51,90
26,61
55,50
41,40
14,5
11,16
78,9
97,94
41,54
7,29
64,1
84,39
94,4
92,7
72,96
1,3
99,88
8,13
0,63
35,9
39,5
60,14
11,17
54,0
24,60
78,15
67,28
1,10
5,71
30,11
37,86
26,86
28,49
32,21
25,70
29,6
