row,col
45,90
88,52
41,86
92,92
48,66
45,1
93,82
7,79
23,72
97,52
48,74
44,76
51,19
10,66
82,3
15,98
60,85
29,10
5,68
93,43
57,9
29,25
17,3
33,90
22,28
96,0
70,54
77,96
76,10
30,40
46,90
80,61
13,36
2,41
37,67
0,72
52,62
21,60
30,67
72,7
65,52
63,17
24,66
71,64
37,85
60,63
94,26
19,82
31,54
9,19
68,26
18,86
62,32
91,27
5,78
75,98
81,33
31,78
98,46
29,29
4,40
94,8
38,67
57,25
25,25
96,5
57,98
8,87
69,69
0,93
26,62
68,76
93,26
77,80
39,16
61,89
37,55
91,54
54,2
60,69
