row,col
19,95
30,60
79,59
60,98
57,31
61,23
63,19
14,41
55,73
37,64
25,29
63,76
69,24
90,93
85,20
32,44
51,94
45,13
65,52
26,46
17,18
14,90
77,47
69,96
58,68
55,55
10,22
14,91
11,33
29,84
12,57
83,96
16,34
21,85
27,64
7,51
26,64
68,2
2,74
41,26
27,50
32,25
88,23
10,44
84,36
86,15
77,69
98,32
83,57
79,44
69,54
54,1
11,70
46,27
45,75
50,39
20,73
99,49
24,80
44,56
14,31
3,3
81,78
82,44
62,41
77,22
18,78
9,10
12,76
3,73
46,55
48,83
85,91
35,59
54,16
97,42
85,14
43,29
15,5
18,92
94,35
43,12
87,45
54,11
7,22
73,90
31,13
41,51
33,66
71,8
27,91
89,88
53,21
78,50
57,80
71,73
45,19
68,54
77,10
48,3
