row,col
74,84
75,46
20,99
38,99
28,38
69,47
64,14
3,62
41,23
6,47
27,54
25,62
10,93
89,45
21,49
11,94
94,61
55,96
46,43
47,28
56,69
12,47
2,72
5,25
50,95
25,56
45,73
89,55
45,99
56,14
59,6
54,79
15,30
79,39
99,47
78,80
95,94
28,75
32,86
15,99
43,59
34,94
67,77
7,38
41,70
25,27
63,24
7,23
53,89
98,10
5,10
19,36
45,94
53,60
30,99
74,98
79,38
3,24
37,63
77,23
88,99
63,54
9,46
65,23
54,21
23,61
93,84
41,62
99,2
33,14
9,64
61,87
57,56
51,19
75,12
99,98
99,72
69,18
76,73
71,2
32,25
89,51
80,28
16,48
81,39
74,47
12,83
56,99
99,29
89,10
44,65
32,28
43,12
99,99
30,24
20,46
43,44
24,99
15,61
20,25
91,21
84,83
10,89
24,6
33,44
49,70
81,63
51,42
81,61
64,43
49,66
0,61
47,45
68,0
34,55
88,82
37,5
47,44
14,77
37,19
32,46
73,19
73,39
30,7
62,65
52,98
60,44
99,83
28,69
99,85
34,57
37,70
73,34
25,99
6,48
99,96
25,49
59,74
63,23
66,18
