row,col
14,99
36,45
87,46
57,64
7,97
14,80
34,6
39,32
34,98
27,23
96,83
43,47
52,98
74,18
5,51
16,42
94,18
77,68
99,7
68,62
11,16
53,56
54,71
23,30
98,37
69,89
76,74
30,79
95,71
81,23
64,70
79,10
19,93
36,7
45,46
79,76
48,73
70,61
82,21
52,99
67,30
33,93
96,6
37,99
12,38
78,77
21,42
14,30
25,63
66,50
32,56
66,84
61,45
42,25
41,67
32,53
12,3
24,51
67,72
93,36
99,0
16,21
68,36
30,37
12,12
45,19
94,44
86,3
99,33
75,92
63,79
91,98
27,47
32,76
5,69
98,20
28,3
99,48
46,65
99,75
71,27
42,53
75,24
99,1
45,66
64,82
73,45
71,42
99,28
16,99
62,33
78,99
62,51
23,47
34,95
83,37
99,27
79,96
52,6
11,81
80,21
25,97
48,85
88,1
89,99
79,78
80,80
67,39
67,25
30,16
84,78
88,65
59,19
14,64
16,99
62,91
18,42
50,99
41,5
29,70
