row,col
82,48
75,13
10,19
24,83
13,79
27,67
72,2
39,78
60,28
35,14
37,61
65,21
48,73
54,30
77,62
66,50
83,32
21,16
72,87
35,53
27,0
51,58
84,37
54,78
46,21
53,77
18,60
90,29
13,5
37,94
35,31
93,75
15,9
50,46
64,54
0,97
4,18
58,24
45,8
82,49
72,64
86,51
52,43
17,1
84,89
53,2
69,46
40,91
67,95
18,57
58,20
88,19
85,34
55,71
85,57
93,10
47,57
12,7
48,59
19,80
38,68
35,42
24,81
12,73
60,79
71,70
55,91
22,60
11,84
99,31
48,38
36,40
96,74
96,26
73,50
38,72
10,84
69,65
14,32
60,83
38,99
42,36
77,36
2,57
49,29
22,43
1,69
70,69
40,50
63,78
78,88
76,21
92,24
94,71
25,77
3,24
21,63
22,85
89,13
65,67
36,45
39,97
11,14
59,8
48,74
40,71
11,70
83,15
44,5
21,46
5,85
20,38
98,40
74,55
98,24
27,65
75,52
15,98
35,61
23,12
69,76
8,93
26,38
2,46
72,23
76,77
48,62
8,23
90,22
69,80
4,8
74,57
85,58
27,15
25,27
17,3
50,30
61,33
95,51
89,40
