row,col
99,17
13,72
95,64
60,7
44,20
18,80
95,97
32,74
88,99
43,81
79,11
83,82
63,78
56,19
91,88
55,35
56,64
25,61
28,69
7,7
33,80
72,42
38,59
69,73
73,18
92,46
20,69
24,90
10,15
48,18
20,70
53,12
52,79
89,88
53,20
12,64
83,55
94,65
66,4
70,89
5,20
55,0
21,78
56,71
17,48
50,23
92,95
39,98
2,59
60,23
44,25
71,33
62,40
55,8
1,4
17,42
31,99
35,24
25,58
14,44
43,89
17,14
83,14
39,6
31,29
27,99
25,14
23,52
61,65
1,70
13,25
68,73
39,57
68,36
12,62
10,93
77,9
72,75
93,92
12,29
71,76
98,35
62,83
12,51
30,20
46,60
21,54
68,2
47,72
63,89
89,79
2,53
65,33
59,83
85,81
19,66
28,26
1,44
63,9
15,58
25,30
91,2
26,54
89,60
18,28
46,72
9,35
46,95
72,52
66,96
58,81
38,35
96,55
54,99
76,71
4,93
5,56
22,28
16,86
36,44
