row,col
96,46
66,11
86,50
33,90
43,61
30,73
26,6
3,35
62,54
78,36
84,35
61,75
80,31
80,90
17,73
69,75
87,3
75,37
29,91
11,75
38,74
52,58
46,86
2,8
86,25
35,61
96,3
62,47
26,54
97,92
22,70
27,55
93,42
17,93
90,42
9,86
90,40
44,82
44,71
87,5
64,85
66,62
60,28
58,13
94,19
29,32
15,60
20,25
2,78
50,79
89,26
43,84
4,74
26,74
52,43
17,84
13,56
68,55
30,97
39,9
98,70
6,54
84,39
97,50
44,20
47,19
70,63
14,88
83,44
56,34
98,85
38,75
7,49
29,73
76,71
16,40
14,99
63,8
61,62
19,12
19,52
1,95
28,63
80,47
47,36
13,1
71,30
51,90
3,67
37,50
86,88
84,78
57,80
8,76
88,85
47,5
43,18
9,20
78,6
42,69
79,98
40,82
75,34
47,10
29,75
18,94
5,23
36,30
56,47
10,87
4,4
93,91
95,39
65,88
57,84
6,62
13,83
88,34
5,54
77,24
50,84
33,57
29,40
8,17
7,52
99,77
18,42
1,31
33,19
19,36
13,15
62,41
62,62
1,82
87,35
71,9
99,51
91,29
51,42
32,52
