row,col
84,48
43,94
65,0
56,55
94,66
31,34
49,38
13,35
18,89
33,62
23,72
15,59
17,58
96,43
49,83
38,88
42,99
5,55
27,99
29,96
34,87
82,19
9,40
38,5
5,77
24,26
91,18
4,99
31,11
36,27
18,12
33,53
14,49
87,4
66,20
80,28
77,61
82,74
86,82
73,50
90,67
60,89
74,89
47,63
55,87
96,85
93,32
14,45
2,68
3,94
15,32
66,94
4,31
42,90
15,45
93,63
62,94
37,5
62,44
79,1
46,59
11,97
4,69
80,60
53,45
5,38
11,31
13,97
66,6
75,9
63,98
19,62
47,54
27,91
94,48
72,83
60,19
25,22
82,80
25,9
66,97
61,24
30,43
27,4
61,15
80,91
65,26
77,78
27,19
63,45
47,15
26,88
95,99
49,25
63,11
94,51
28,41
65,83
47,47
91,64
37,72
61,46
21,81
73,24
68,24
8,55
99,38
38,23
78,20
76,14
55,99
48,64
97,68
39,30
28,60
82,40
37,32
10,85
56,25
26,10
6,67
86,86
92,42
76,63
89,8
41,2
16,29
69,78
62,68
95,17
