row,col
56,54
60,99
86,73
83,99
30,47
75,75
76,19
89,19
33,83
41,1
99,71
46,63
59,9
27,18
69,83
34,7
57,60
10,6
87,48
68,82
48,7
25,88
46,43
29,99
36,30
61,55
14,54
10,45
0,91
11,15
92,18
65,72
89,96
68,32
21,80
94,30
84,65
92,54
82,57
54,54
10,99
59,55
51,54
79,92
6,99
21,99
0,50
77,99
41,12
81,46
86,80
37,98
7,99
49,48
59,62
70,34
16,34
6,99
84,60
47,27
41,48
24,44
73,87
99,0
80,16
47,9
61,2
75,11
81,99
61,27
14,28
76,45
12,48
0,75
5,52
46,53
99,45
51,41
57,25
16,51
99,32
98,87
51,72
48,59
72,12
99,11
9,86
99,99
49,19
92,99
64,89
23,98
47,10
99,19
20,10
78,81
64,14
99,1
59,80
57,92
89,99
79,79
15,65
24,76
99,78
94,65
0,99
48,11
97,9
99,69
