row,col
43,33
38,30
41,21
62,99
57,46
72,34
78,55
46,61
33,60
83,75
48,7
12,45
49,95
11,95
32,59
10,95
99,47
19,27
70,74
3,6
93,85
49,9
9,50
99,46
85,54
56,55
6,48
45,45
95,88
68,19
97,47
47,14
92,99
56,82
99,33
33,66
99,43
34,56
56,63
44,99
84,11
64,18
24,97
75,66
2,7
25,46
1,44
21,87
50,56
45,33
51,72
55,63
89,94
99,60
51,25
99,70
42,73
51,50
79,74
60,10
92,46
81,7
69,99
45,82
10,47
27,20
99,97
78,67
92,42
14,68
99,79
27,99
80,86
89,2
20,87
2,41
96,28
0,95
97,38
46,45
52,45
46,99
69,42
41,16
15,76
36,28
27,57
59,21
92,78
69,67
99,44
79,78
46,75
94,47
14,99
65,87
51,84
84,53
15,83
12,54
16,57
19,57
46,92
99,52
60,78
30,29
99,45
23,64
86,99
99,11
96,24
32,11
14,49
57,10
50,92
73,88
21,10
54,46
1,41
72,91
