row,col
27,80
35,86
47,79
90,3
38,48
72,79
89,28
2,94
93,7
87,29
87,43
37,91
61,99
84,71
89,93
73,35
34,71
24,26
22,41
9,90
98,22
2,76
82,63
83,18
80,20
18,93
61,85
20,7
48,44
77,63
92,34
6,89
66,28
23,47
25,84
16,95
6,12
7,40
66,22
85,1
36,65
88,93
87,56
82,27
71,95
81,5
13,32
11,75
32,11
70,69
37,71
95,2
0,6
70,5
64,1
42,65
75,6
12,96
34,26
94,82
73,66
97,98
8,28
13,77
50,39
26,56
32,36
45,62
88,80
96,93
29,94
11,57
13,18
60,38
2,97
79,71
76,45
14,30
54,75
43,97
22,30
97,34
99,27
65,72
38,57
91,1
27,44
99,66
23,36
62,93
97,35
1,50
81,65
49,4
13,92
50,84
27,81
61,26
44,86
26,41
50,11
93,95
69,86
28,66
91,56
66,61
44,22
66,38
67,62
14,55
2,53
16,87
29,1
55,72
67,11
32,15
43,47
85,53
82,37
14,67
42,53
68,54
84,22
13,42
70,89
53,79
60,15
13,69
55,44
25,20
83,98
85,83
32,88
0,48
74,1
29,35
77,62
49,6
54,20
97,63
