row,col
24,99
38,66
85,65
66,99
63,39
67,29
69,24
18,46
61,79
47,70
32,37
69,82
75,30
97,99
92,25
41,49
56,99
50,16
71,57
33,51
21,23
18,97
83,52
75,99
64,74
61,61
12,28
18,98
14,42
37,91
15,63
89,99
20,43
27,92
34,70
9,56
33,70
74,2
2,80
46,33
34,55
41,32
95,29
12,49
91,46
93,19
83,75
99,41
89,63
85,49
75,60
60,1
14,76
51,34
50,81
55,44
25,79
99,54
30,86
49,62
18,39
3,3
87,84
88,49
68,46
83,28
23,84
11,12
15,82
3,79
51,61
53,89
92,98
45,65
60,20
99,47
92,18
48,37
19,6
23,99
99,45
48,15
94,50
60,14
9,28
79,97
39,16
46,56
42,72
77,10
34,98
96,95
59,27
84,55
63,86
77,79
50,24
74,60
83,12
53,3
