row,col
40,30
14,17
78,5
59,88
60,27
83,86
74,15
77,47
98,16
24,65
82,84
37,6
30,13
46,71
86,43
82,77
37,88
6,99
55,40
40,47
25,25
84,76
34,46
80,37
65,78
51,67
33,59
74,63
55,47
67,44
87,96
41,2
78,86
47,57
15,36
75,3
2,60
25,27
64,39
34,97
37,27
26,83
44,78
33,79
73,22
52,76
85,4
85,86
31,30
73,69
64,74
79,81
56,16
91,94
32,82
23,1
91,93
62,42
38,75
49,52
35,89
20,25
33,94
33,40
57,20
87,92
50,31
47,90
88,72
93,24
18,87
43,36
23,57
48,34
80,99
57,95
33,32
97,37
70,38
1,95
8,79
77,40
59,41
39,6
28,87
42,21
82,93
63,59
60,33
0,66
20,56
38,39
4,68
30,93
12,19
26,71
77,7
91,97
44,63
28,4
