row,col
30,28
15,23
38,44
75,11
64,33
46,38
42,14
73,76
99,76
0,45
62,86
36,99
1,34
71,75
72,21
99,61
74,55
99,46
38,62
99,98
47,45
45,59
46,15
25,81
55,97
3,19
69,56
53,25
76,32
99,18
21,98
93,71
48,34
48,80
2,69
85,42
94,57
2,81
69,43
55,86
52,65
67,73
9,99
10,92
57,76
57,32
38,75
45,46
92,45
45,81
92,28
92,49
48,27
78,10
52,88
48,44
27,78
16,79
99,1
28,11
96,53
93,29
21,23
73,18
84,74
94,96
47,83
76,44
72,66
94,63
82,46
24,56
99,53
29,97
19,6
57,47
20,5
95,49
67,46
15,25
