row,col
82,62
91,16
96,34
99,77
24,25
83,71
91,51
59,66
77,29
55,94
82,44
46,88
77,32
29,68
46,11
91,21
15,0
27,27
89,63
93,57
99,46
67,99
43,20
65,59
25,71
52,50
80,45
82,63
82,99
60,43
81,16
99,55
50,7
71,72
49,9
2,99
63,68
55,49
11,15
77,30
85,99
7,0
99,61
98,56
86,19
45,81
99,51
78,60
67,78
41,76
20,96
0,62
70,44
99,86
19,15
57,82
59,80
56,61
54,54
75,32
28,52
23,75
6,99
38,99
95,3
89,74
52,45
68,33
59,24
16,67
81,78
55,77
74,99
91,96
89,11
86,66
85,54
88,99
59,62
53,82
45,66
34,42
46,34
76,15
3,99
99,53
37,83
47,83
41,46
6,99
32,92
36,52
38,99
27,36
72,78
69,89
88,62
46,82
20,99
91,61
23,15
81,46
80,0
39,73
52,28
45,76
49,98
47,0
23,99
0,97
