row,col
28,73
54,56
14,79
55,29
32,88
86,56
86,10
39,48
39,54
51,11
45,55
96,80
63,46
46,9
47,92
3,73
85,3
92,93
24,61
46,9
52,74
36,3
99,61
62,25
79,21
47,76
41,27
47,78
67,28
81,16
5,33
15,38
56,74
48,30
82,77
25,19
94,71
80,82
59,37
95,99
50,85
88,69
39,83
84,9
99,10
81,6
37,15
59,94
95,11
10,6
28,19
34,53
46,39
99,24
52,69
64,37
92,61
41,87
48,67
94,55
25,96
79,7
47,73
25,60
6,98
15,45
68,61
47,19
60,45
7,78
0,99
69,16
83,48
63,39
9,20
47,71
79,19
11,79
41,29
43,76
89,43
18,14
42,54
1,94
37,68
2,68
70,47
43,81
18,99
62,23
97,83
69,67
75,16
79,56
29,70
25,73
60,41
46,76
2,52
74,47
53,21
10,92
19,34
37,55
69,46
99,3
83,38
68,15
24,99
96,9
11,60
46,5
24,9
51,87
45,0
70,99
59,34
33,89
61,69
89,72
48,99
92,55
1,37
16,46
69,63
75,56
16,36
99,6
41,47
24,14
3,27
33,93
84,51
62,57
99,7
99,99
10,99
55,47
50,97
85,94
