row,col
43,21
71,44
6,48
99,57
78,81
95,48
27,9
59,66
41,7
98,89
15,84
21,54
3,24
19,87
99,80
68,73
46,83
42,23
46,84
93,25
75,38
78,99
69,30
59,73
25,25
68,76
47,73
47,25
48,95
69,64
95,77
68,48
84,96
83,7
88,1
28,43
92,91
24,44
93,74
78,88
28,66
47,29
50,88
44,81
72,16
23,99
36,57
59,68
78,61
99,0
45,11
59,39
82,99
71,86
45,45
29,99
72,95
83,99
60,85
99,99
36,36
99,18
47,62
50,62
10,54
32,96
3,85
11,61
97,50
11,54
99,62
99,12
45,10
33,78
99,0
51,46
95,95
63,99
68,16
6,56
77,97
98,23
46,91
67,69
45,92
48,67
29,74
44,48
99,59
20,44
99,96
20,5
21,6
46,19
3,57
25,47
84,88
73,99
76,6
67,60
99,51
28,15
53,92
72,43
89,20
52,20
11,50
25,32
29,16
99,12
