row,col
25,93
14,70
50,12
25,74
77,66
57,57
74,61
89,23
24,9
3,99
30,70
99,18
46,88
47,49
49,99
93,27
99,88
77,47
89,91
93,9
56,79
99,76
61,88
53,80
57,12
37,33
39,47
34,66
99,76
30,57
20,2
82,75
74,92
45,65
87,99
45,3
70,95
45,66
56,93
34,5
95,87
84,3
99,52
0,57
66,46
65,36
34,36
48,74
6,72
73,41
46,23
84,73
75,75
30,1
11,62
97,16
49,19
41,97
69,30
36,62
36,24
39,23
47,91
2,67
47,48
44,92
42,78
69,47
45,70
78,6
97,60
46,20
89,42
7,77
48,66
28,39
47,85
67,77
6,6
91,57
19,48
74,99
21,2
19,41
99,19
47,37
97,91
69,39
20,79
65,99
29,12
76,92
11,10
15,0
19,86
60,9
60,55
82,99
6,81
64,10
18,99
78,52
81,99
99,99
56,50
43,99
62,68
87,24
97,6
99,46
92,43
74,94
59,82
91,70
28,48
49,41
99,57
67,65
96,20
72,82
21,99
19,95
46,46
62,92
99,53
63,91
56,14
82,99
76,68
97,28
98,84
28,45
99,34
37,64
53,50
1,93
99,11
32,23
79,74
61,1
