row,col
24,22
12,18
30,39
69,9
58,26
41,30
33,11
67,70
96,70
0,35
56,80
28,95
1,27
65,69
66,17
94,55
68,50
97,41
30,56
97,91
37,40
40,53
36,12
20,75
50,90
3,15
63,51
48,20
70,25
92,14
17,91
86,65
43,27
38,74
2,63
79,33
87,52
2,75
63,34
50,80
47,59
61,67
7,95
8,85
52,70
52,25
30,69
35,36
85,40
35,75
85,22
85,44
38,21
72,8
47,82
43,39
21,72
13,73
96,1
22,9
89,48
86,23
17,18
67,14
78,68
87,89
37,77
70,39
66,60
87,57
76,36
19,51
94,48
23,90
15,5
52,42
16,4
88,44
61,41
12,20
