row,col
53,20
10,61
5,52
11,50
44,90
41,80
24,7
40,93
81,48
37,1
46,44
9,67
21,15
89,17
57,39
3,18
82,94
76,87
34,22
1,40
96,24
95,61
43,0
83,70
83,18
2,81
14,2
95,72
5,71
45,26
15,85
14,15
58,45
71,80
32,33
71,51
31,84
21,38
48,67
65,32
57,70
17,16
40,24
68,17
39,50
93,8
44,6
44,21
63,26
4,88
9,64
98,49
21,77
57,19
16,22
28,99
8,88
11,33
67,71
14,52
91,33
39,31
74,68
33,94
17,80
4,2
78,95
89,77
46,15
5,39
39,33
67,47
54,56
78,12
33,64
29,6
46,87
93,47
80,58
69,97
6,30
48,11
40,2
79,51
76,17
8,26
43,48
39,83
45,60
50,7
14,20
21,25
44,7
63,11
61,0
91,53
49,20
85,87
10,5
89,6
93,55
82,74
72,93
64,60
64,49
9,66
5,74
44,37
27,37
56,7
5,80
0,19
11,19
5,88
15,83
77,27
75,50
35,77
66,50
19,20
68,36
43,60
22,20
36,4
99,80
92,66
75,46
52,24
73,62
28,72
39,59
4,92
55,81
28,7
5,77
1,11
54,55
36,16
31,53
92,81
