row,col
45,57
33,38
46,11
81,99
43,63
88,56
49,84
1,99
84,43
0,82
80,68
56,99
5,5
9,77
86,52
10,53
48,93
50,25
18,28
99,53
97,98
48,47
24,5
62,11
52,99
41,34
85,39
34,10
72,84
66,85
1,28
65,45
28,36
37,38
41,11
99,65
86,51
12,3
34,27
92,21
47,91
99,95
43,14
6,48
99,95
55,3
96,79
30,34
30,95
1,36
73,66
43,75
99,20
83,20
47,60
84,30
46,67
99,53
20,28
46,39
77,48
30,0
28,12
99,33
45,75
99,95
45,38
38,51
42,80
1,99
50,53
30,97
50,99
30,66
38,84
29,43
47,15
99,29
74,14
79,16
97,72
14,73
47,80
5,94
38,48
24,30
95,91
57,28
99,74
59,76
