row,col
48,54
46,99
25,73
47,91
23,99
72,0
74,39
9,99
99,2
66,96
36,51
3,20
99,0
36,97
51,69
75,73
25,99
67,34
79,99
45,92
82,82
99,83
47,93
56,69
92,56
51,48
2,65
11,75
45,62
98,24
79,78
43,99
23,1
51,56
51,6
72,2
23,30
28,33
21,65
56,24
20,5
51,48
37,75
3,34
25,69
91,28
27,44
78,63
78,80
24,65
94,99
81,10
3,49
99,62
81,3
84,91
98,82
85,53
29,38
48,20
92,99
99,43
83,23
73,79
99,56
74,77
33,68
11,91
99,59
41,6
59,11
39,93
64,69
33,84
43,46
38,23
48,55
69,32
36,99
97,99
83,24
84,49
42,10
83,47
98,71
24,73
18,82
85,45
82,99
79,34
