row,col
45,38
18,21
84,6
65,95
66,34
89,93
80,19
83,52
99,20
30,71
88,91
47,7
38,16
51,77
93,48
88,83
47,95
7,99
61,45
45,52
32,32
91,82
43,51
86,47
71,84
56,73
42,65
80,69
61,52
73,49
94,99
46,2
84,93
52,63
19,46
81,3
2,66
32,34
70,44
43,99
47,34
33,89
49,84
42,85
79,28
57,82
92,5
92,93
39,38
79,75
70,80
85,87
62,20
98,99
41,88
29,1
98,99
68,47
48,81
54,57
45,96
25,32
42,99
42,45
63,25
94,99
55,39
52,97
95,78
99,30
23,94
48,46
29,63
53,43
86,99
63,99
42,41
99,47
76,48
1,99
10,85
83,45
65,46
44,7
36,94
47,27
88,99
69,65
66,42
0,72
25,62
48,44
5,74
38,99
15,24
33,77
83,9
98,99
49,69
36,5
