row,col
32,57
3,12
46,94
44,20
47,83
34,42
61,86
55,99
61,74
46,42
80,74
78,24
20,75
71,60
47,68
1,47
7,39
14,38
91,1
80,30
99,48
54,95
7,19
85,69
0,3
33,99
48,68
99,3
9,14
29,96
67,99
7,50
95,33
56,99
9,88
75,93
55,5
98,79
32,52
52,42
16,82
99,84
32,72
99,45
53,42
88,95
69,74
44,54
2,7
91,2
11,96
12,62
62,42
69,76
99,44
10,69
68,46
75,99
77,12
44,94
99,1
47,42
34,89
66,92
37,47
47,0
38,84
25,42
47,5
37,82
9,78
99,98
55,42
56,67
76,27
19,27
45,47
87,20
29,93
25,20
3,98
51,70
72,81
77,28
94,0
72,92
53,55
73,99
99,78
99,99
74,63
47,50
34,44
49,20
10,61
48,73
87,48
97,65
81,16
59,99
88,39
60,77
47,68
96,10
46,84
55,62
46,48
84,55
62,44
2,39
