row,col
38,82
57,66
71,11
32,94
6,30
95,66
38,69
40,94
56,5
15,18
43,17
44,3
74,53
89,39
21,56
25,10
96,53
54,32
89,74
48,80
92,41
41,49
35,20
90,57
33,18
67,98
92,95
20,28
32,11
4,78
89,44
54,88
73,15
11,28
53,8
63,47
25,91
17,27
65,96
1,44
98,24
68,18
16,82
63,2
89,0
93,12
48,54
54,69
68,90
6,69
63,20
39,84
68,27
84,26
1,58
1,32
13,93
29,54
12,22
74,78
41,64
48,31
34,85
28,49
48,3
20,36
30,92
37,37
14,88
35,29
94,95
59,0
29,83
85,90
41,95
94,73
64,51
15,99
39,32
15,28
83,95
33,23
98,17
89,50
86,54
50,79
34,41
84,92
26,37
25,2
70,89
34,31
33,10
13,65
19,7
36,86
56,93
25,72
51,94
87,26
8,80
40,59
35,17
98,74
44,17
58,35
84,30
70,9
66,87
41,1
