row,col
68,52
6,83
81,2
20,89
60,51
55,6
24,78
98,61
74,86
75,99
18,48
71,99
66,18
59,79
99,19
92,45
82,48
43,34
12,87
70,16
59,76
65,74
9,28
99,28
5,59
56,20
46,91
56,99
55,70
1,14
99,61
15,43
99,44
45,10
74,39
54,72
30,85
80,94
9,19
70,99
99,74
95,99
21,48
44,33
45,65
21,45
70,95
52,51
56,86
50,32
34,60
57,99
99,43
93,99
18,0
34,43
99,61
99,2
75,32
80,45
63,96
6,36
21,98
84,47
29,18
64,2
70,83
61,43
34,76
37,99
11,11
63,79
53,51
34,33
2,56
62,82
54,48
67,68
45,93
93,99
20,99
21,19
81,56
99,45
45,99
30,92
96,67
99,70
99,69
94,11
24,70
47,43
43,99
25,76
89,99
94,51
39,0
75,5
86,36
77,65
50,99
99,53
54,46
50,3
68,49
66,63
96,93
91,18
83,49
14,28
41,60
99,77
99,77
19,28
11,80
99,21
98,99
87,32
57,80
98,87
