row,col
74,16
36,99
43,9
69,99
68,11
41,83
14,48
18,79
51,80
77,23
99,50
32,24
71,54
88,46
51,30
1,80
93,79
2,98
94,19
3,80
37,33
49,87
46,92
91,49
78,2
80,98
45,44
21,33
45,99
81,53
33,21
1,44
99,99
36,99
1,6
79,99
49,48
77,93
10,99
64,99
96,60
45,51
36,25
41,36
71,76
49,59
48,7
37,1
99,47
77,24
41,25
56,84
48,51
27,46
62,97
99,80
19,50
5,95
36,37
62,92
59,47
47,73
99,83
73,62
75,23
87,78
15,39
11,98
97,20
70,9
73,1
37,20
83,25
45,9
19,99
14,85
98,98
42,61
99,47
0,99
