row,col
55,29
76,19
90,33
86,33
12,32
72,20
8,78
44,12
57,40
95,8
40,87
25,57
82,17
3,39
17,10
65,64
81,0
62,76
12,57
96,37
13,57
94,51
85,73
28,1
38,35
65,98
88,37
10,65
98,22
45,64
41,87
88,78
10,24
24,44
85,61
9,90
67,52
68,41
53,89
24,59
63,27
63,28
6,41
89,99
4,78
15,21
53,52
54,33
60,49
76,47
58,14
50,34
68,35
73,77
30,45
49,93
37,79
5,56
5,75
84,2
33,66
86,81
13,13
35,83
62,59
37,7
65,4
89,76
30,28
3,90
44,62
31,60
23,39
55,81
38,43
12,1
89,93
73,88
99,65
24,79
