row,col
70,5
2,81
34,37
71,97
33,3
16,39
15,82
42,89
81,20
56,63
65,0
83,43
6,80
60,88
76,48
40,28
39,24
81,43
13,88
3,57
36,74
90,35
39,75
71,10
24,44
33,98
51,78
83,8
0,84
27,47
21,19
30,70
0,83
62,73
54,24
57,72
5,34
31,70
57,8
72,80
88,14
67,68
57,18
33,52
2,71
59,52
69,48
58,19
30,76
59,65
96,46
40,75
71,9
59,94
40,80
17,20
24,10
87,52
47,40
58,94
80,10
55,31
82,72
19,94
56,64
94,33
36,20
27,78
75,42
3,98
24,80
91,52
56,84
24,28
35,11
71,64
61,88
98,67
3,75
82,90
44,65
33,14
21,49
17,21
51,43
17,86
94,28
80,95
13,91
71,11
29,43
41,51
47,59
11,12
82,49
15,61
91,97
86,1
57,93
42,47
51,72
23,6
91,15
85,2
42,43
39,30
31,7
67,75
97,74
42,42
80,63
41,40
24,50
11,97
65,12
34,88
35,91
15,63
91,91
50,71
4,19
65,53
36,36
2,69
29,59
61,96
96,12
29,99
26,34
96,55
