row,col
95,48
57,69
16,37
16,74
13,17
32,16
67,75
95,76
31,17
53,78
89,99
58,1
34,59
65,77
81,54
69,48
98,37
86,54
10,40
56,64
23,38
25,95
38,69
62,35
89,91
48,53
51,51
17,26
90,20
1,68
19,12
43,24
36,34
41,81
76,53
91,87
15,13
63,7
17,52
77,24
30,84
31,52
66,44
59,61
80,56
62,66
61,45
95,62
70,61
51,85
91,64
40,95
88,50
48,73
72,81
20,15
97,23
8,82
89,1
89,50
20,62
99,84
52,64
38,98
1,66
25,24
90,82
37,34
94,91
67,22
46,98
38,40
24,18
2,92
73,25
24,37
51,30
30,46
61,65
78,13
71,95
57,98
74,67
30,1
71,89
69,25
29,84
31,64
31,72
38,15
8,77
79,62
12,17
93,59
32,10
58,57
71,30
23,16
44,84
92,68
88,8
40,64
15,45
10,79
71,73
39,13
99,20
22,75
37,64
20,49
