row,col
74,77
97,76
12,5
16,99
83,38
69,45
5,83
47,94
94,91
9,39
5,60
3,1
9,99
33,99
97,21
72,74
38,99
15,89
85,72
73,51
41,88
55,82
34,73
65,46
85,99
71,84
99,34
24,2
30,43
53,76
49,64
0,33
70,97
29,36
82,45
24,68
33,45
59,91
19,53
32,62
29,45
64,65
98,92
64,66
99,50
29,12
56,18
50,99
65,84
96,99
88,73
82,9
39,1
37,80
15,12
81,66
42,0
98,86
79,99
48,19
62,54
94,45
48,99
52,48
18,46
18,53
73,27
52,85
5,62
10,49
28,67
32,47
51,46
99,47
61,47
11,14
95,21
52,0
50,94
97,54
43,51
95,83
66,61
6,94
50,46
7,56
3,66
99,38
88,46
50,15
99,81
1,79
60,45
50,43
5,15
28,33
48,6
46,85
25,29
21,43
91,99
99,9
34,2
49,37
48,88
74,97
95,34
28,19
88,89
37,86
19,99
51,63
76,7
60,49
48,56
32,19
41,53
93,88
44,99
62,44
11,66
73,55
63,59
43,32
46,47
48,77
77,10
43,99
66,0
98,28
92,34
33,5
25,48
81,45
97,12
45,70
24,7
91,67
79,99
38,53
