row,col
46,34
69,43
0,97
72,76
27,65
92,99
99,99
54,36
53,78
21,16
84,30
88,94
19,2
95,60
46,82
39,46
59,53
16,55
54,24
98,50
27,34
99,30
99,30
3,95
3,52
33,44
45,81
9,59
80,59
99,84
52,79
51,94
1,87
56,87
3,53
15,95
19,81
99,10
20,85
41,33
32,3
47,99
37,97
95,41
99,53
62,55
16,32
99,7
36,51
42,24
81,99
96,0
71,75
67,25
77,85
99,81
92,89
2,99
99,10
21,18
60,67
55,65
89,11
99,76
79,73
93,99
88,92
61,14
29,52
15,21
80,51
99,6
78,12
41,57
18,99
25,99
74,68
86,38
79,86
18,69
3,99
92,3
5,47
99,33
14,99
43,1
99,78
99,33
94,32
99,99
37,46
24,46
45,99
15,68
76,37
21,52
38,83
56,73
55,3
43,53
69,72
14,99
99,53
62,11
81,46
75,85
45,63
36,3
62,14
73,34
