row,col
49,71
73,99
65,7
84,47
50,33
6,20
59,79
83,52
79,51
54,57
0,99
99,92
33,72
72,63
46,10
73,85
19,25
43,24
78,67
10,28
50,15
11,45
15,66
41,18
51,79
94,67
34,94
33,11
98,23
75,66
48,47
67,10
97,51
28,32
20,93
28,87
67,12
27,56
78,38
32,27
10,30
81,25
93,24
25,21
37,99
12,7
28,92
29,21
43,81
7,83
59,99
93,38
67,52
55,77
54,99
33,52
97,16
14,11
33,63
60,6
0,41
1,55
87,6
53,48
99,74
77,67
46,83
76,67
15,49
66,2
94,99
42,18
70,99
92,48
98,83
38,37
28,41
30,1
10,9
82,5
72,46
43,7
76,46
73,46
99,34
91,63
66,71
89,43
19,34
3,47
83,81
0,50
89,36
18,84
99,85
86,73
19,48
28,83
14,62
46,18
