row,col
22,46
81,68
25,83
67,10
56,86
79,13
88,71
66,56
67,71
69,4
34,68
42,25
91,30
40,99
47,8
43,93
68,94
64,65
61,76
76,68
26,45
4,4
77,73
78,44
12,35
92,46
41,17
39,69
49,14
3,61
10,84
89,8
68,79
42,11
15,68
28,6
3,18
9,36
14,36
82,60
92,41
13,72
79,83
47,86
8,33
90,48
32,10
42,94
57,57
90,8
97,0
72,24
53,30
0,2
41,75
38,71
27,11
38,50
32,92
3,62
62,53
29,48
84,28
21,74
47,74
85,90
31,6
30,3
71,1
9,14
29,95
43,28
30,8
42,15
7,58
25,0
44,89
17,36
0,95
27,74
17,10
88,17
88,40
55,0
21,55
38,66
21,27
77,96
7,35
90,88
76,64
78,18
97,23
91,88
69,6
24,45
13,76
35,52
70,36
23,32
