row,col
5,7
83,19
71,44
58,27
33,78
9,38
72,7
37,29
21,12
63,38
45,89
91,64
74,37
92,78
7,52
62,4
52,99
20,34
16,93
45,35
49,94
89,65
37,81
82,45
5,3
22,37
11,20
56,30
53,72
36,52
65,57
91,89
79,29
89,70
10,77
84,74
69,33
48,99
57,7
94,54
5,64
3,84
86,69
35,85
48,46
49,73
41,1
68,89
98,85
33,2
10,12
29,20
56,62
73,58
9,64
49,60
11,22
21,8
77,99
32,76
63,63
65,66
69,8
92,88
98,72
58,18
41,34
60,11
46,85
77,8
73,10
85,89
4,14
36,17
80,82
20,62
90,19
69,84
78,45
79,60
46,66
94,83
22,22
63,34
18,51
23,75
56,83
10,98
54,43
5,83
96,22
10,45
57,5
21,51
80,18
79,32
89,4
99,92
49,87
5,76
52,92
60,48
92,19
27,74
51,72
62,99
31,43
27,47
59,75
46,13
83,71
16,17
50,49
11,61
56,94
64,95
84,10
32,42
55,70
29,95
