row,col
84,70
82,27
93,11
54,53
47,57
47,99
6,27
11,56
62,29
42,6
23,7
70,48
92,76
91,63
56,19
98,38
46,88
15,32
99,53
82,44
81,99
99,53
99,89
85,89
56,95
74,33
57,99
82,2
68,60
99,47
88,1
10,59
98,99
18,62
11,68
25,65
36,69
70,15
41,77
3,69
38,99
16,91
1,2
30,75
23,56
18,65
10,45
78,9
5,48
55,49
96,25
5,69
24,39
0,47
36,63
70,88
71,79
16,60
11,11
27,24
49,46
5,99
88,30
80,99
80,48
95,68
27,77
62,74
7,63
99,47
99,48
99,99
42,92
48,89
91,52
50,95
85,41
87,66
56,48
71,20
60,80
61,67
81,1
72,92
68,99
15,99
67,0
98,47
39,99
27,30
71,57
74,64
73,98
47,23
70,59
43,99
39,65
87,75
32,36
56,25
71,99
64,81
20,59
78,41
24,92
49,9
94,41
28,36
37,19
99,99
46,47
91,79
87,6
3,95
59,36
18,12
78,38
65,92
2,3
41,80
