row,col
82,97
91,68
48,62
44,9
21,59
3,95
59,57
95,60
92,33
84,28
18,54
44,20
51,32
2,99
3,23
1,25
13,31
30,16
97,68
50,78
43,71
28,57
55,98
53,79
61,18
17,45
73,8
71,74
48,55
36,46
61,1
59,15
4,28
62,81
82,94
2,49
25,55
64,56
87,55
58,68
47,81
7,58
11,69
10,81
3,64
70,40
29,64
52,95
65,65
9,85
97,15
96,48
12,55
64,30
67,63
54,21
52,7
3,8
27,80
48,85
11,22
29,9
62,37
35,95
58,7
77,38
40,40
90,17
44,44
68,51
27,91
42,72
52,67
19,36
76,16
93,3
25,82
52,31
63,75
93,21
1,40
59,83
57,18
76,71
11,81
31,97
30,22
93,9
37,11
9,17
41,58
51,12
66,76
90,86
39,58
68,83
50,41
96,42
62,41
24,48
79,24
70,23
6,35
27,62
39,51
19,20
20,73
90,83
55,78
26,46
20,87
74,85
64,0
30,80
56,33
9,81
42,45
12,50
76,40
5,48
0,8
33,24
54,13
99,37
52,57
63,56
97,19
77,0
19,76
99,8
