row,col
12,87
56,66
59,48
72,63
54,12
48,62
99,99
30,46
99,61
19,66
83,48
53,89
21,7
63,97
63,46
99,59
93,12
15,67
15,29
12,46
37,78
49,99
29,67
21,1
16,49
6,78
57,41
99,30
14,19
88,81
83,43
63,27
6,47
54,93
99,30
43,47
37,54
46,28
74,79
82,9
67,41
11,45
98,53
68,55
57,84
99,92
93,55
27,64
6,60
96,99
71,30
66,41
80,46
80,34
68,14
99,60
48,99
50,1
36,72
99,99
93,48
14,83
54,70
79,9
99,92
45,7
83,99
99,54
81,34
77,77
70,42
98,89
48,46
81,99
51,93
56,73
84,88
20,48
79,23
74,54
48,20
28,16
62,48
6,9
51,66
85,96
56,62
15,88
75,56
41,7
74,61
54,14
52,19
0,50
21,85
6,99
72,24
25,23
46,80
3,60
37,45
11,47
7,99
45,16
95,36
88,2
94,48
49,71
9,45
49,99
98,32
62,18
87,71
38,46
19,57
46,61
33,56
92,44
99,27
33,50
19,81
85,99
99,70
49,50
20,99
68,2
63,46
27,80
32,96
37,30
