row,col
45,40
29,91
67,99
20,53
13,18
29,3
78,86
82,51
37,71
22,84
13,46
42,38
9,97
52,8
22,44
42,59
38,25
24,59
55,39
76,36
3,99
95,83
97,87
25,75
11,55
42,4
31,87
93,86
28,36
83,75
73,8
37,64
51,49
46,58
25,13
66,92
23,99
99,80
70,74
64,61
51,40
27,1
49,12
7,79
35,11
55,84
18,28
83,3
87,21
16,52
28,64
15,98
74,3
25,82
31,60
77,78
50,56
88,69
83,40
84,74
57,51
13,88
67,7
68,10
46,29
40,29
13,7
99,39
89,6
17,60
97,3
18,84
34,99
94,88
83,82
19,30
62,47
39,28
13,69
89,34
69,87
42,42
94,63
53,69
31,15
64,75
77,69
97,65
20,71
48,55
44,37
24,26
6,56
59,9
15,82
14,68
45,36
50,71
72,63
84,9
79,95
97,5
53,57
63,82
46,46
46,78
70,80
28,94
96,30
59,15
