row,col
10,81
51,60
53,43
66,57
49,10
43,56
99,99
24,36
95,55
15,60
77,38
48,83
17,6
57,90
57,41
93,53
86,10
12,61
12,23
10,36
29,72
44,97
23,61
17,1
13,44
5,72
52,32
98,24
11,15
82,75
77,34
57,21
5,37
49,86
99,24
34,42
29,49
36,22
68,73
76,7
61,32
9,35
91,48
62,50
52,78
99,85
86,50
21,58
5,54
89,94
65,24
60,32
74,41
74,27
62,11
98,54
38,96
45,1
28,66
94,95
86,38
11,77
49,64
73,7
96,85
40,6
77,94
99,49
75,27
71,71
64,33
91,83
38,41
75,92
46,86
51,67
78,82
16,43
73,18
68,49
43,16
22,13
56,43
5,7
46,60
79,89
51,56
12,82
69,51
32,6
68,55
49,11
47,15
0,45
17,79
5,92
66,19
20,18
41,74
3,54
29,40
9,37
6,97
40,13
88,28
82,2
87,43
44,65
7,40
44,99
91,25
56,14
81,65
30,36
15,52
36,55
26,51
85,39
98,21
26,45
15,75
79,99
94,64
44,45
16,96
62,2
57,36
21,74
25,89
29,24
