row,col
7,85
72,19
0,74
90,40
30,48
96,14
25,80
49,19
10,50
2,0
46,50
4,96
50,21
94,84
36,32
38,40
3,52
78,32
96,57
7,89
21,51
68,47
43,41
71,50
59,60
23,27
55,75
79,12
71,86
61,35
13,66
16,75
73,48
52,80
2,60
49,60
24,11
85,47
62,62
38,90
17,77
30,40
23,29
64,63
7,36
55,91
46,94
93,71
49,6
37,51
86,65
13,72
41,7
36,65
34,0
9,37
79,51
84,35
55,43
3,6
80,4
85,51
79,50
94,64
5,76
50,23
40,54
90,30
35,5
46,41
64,81
46,6
74,74
3,23
89,61
52,89
6,2
33,91
69,40
74,59
1,5
32,71
15,69
87,18
52,66
54,69
88,24
57,70
97,33
49,1
15,23
21,32
21,65
53,20
32,47
49,49
35,99
28,62
52,25
70,74
