row,col
66,94
15,95
52,64
62,26
46,50
60,8
27,67
67,99
12,29
91,64
10,29
79,65
69,46
57,16
72,57
66,21
20,95
12,25
79,12
82,25
30,63
64,8
72,63
48,48
50,42
92,38
30,67
75,0
13,79
74,43
27,39
2,41
93,92
16,3
11,52
26,61
55,87
36,21
40,59
99,81
74,75
66,81
30,52
36,30
92,80
26,86
83,79
61,55
37,54
15,19
84,35
45,20
73,32
50,0
72,35
95,13
42,91
28,83
9,26
10,31
17,38
12,66
5,95
47,70
14,74
6,14
95,9
62,97
9,98
60,80
38,84
10,17
66,35
87,69
12,50
93,16
60,86
18,42
77,38
80,61
58,29
52,29
75,50
67,2
35,84
3,31
96,18
87,94
20,87
43,83
97,51
45,13
86,7
22,36
73,19
59,81
85,31
12,68
90,60
28,81
27,31
64,20
70,14
2,71
34,15
24,0
15,33
31,97
3,30
49,34
60,72
24,96
94,39
10,84
67,95
16,57
66,38
65,73
5,88
48,70
46,63
89,16
39,45
28,42
42,2
19,41
59,37
24,58
97,6
36,58
