row,col
59,25
12,67
6,57
14,55
49,97
46,86
30,9
45,99
87,53
47,1
51,49
11,73
27,19
96,21
63,44
3,23
88,99
82,94
43,28
1,45
99,30
99,67
48,0
89,76
89,23
2,87
18,2
99,78
6,77
50,33
19,92
18,19
64,50
77,86
41,42
77,56
39,91
27,48
53,73
71,41
63,76
21,20
45,30
74,21
44,55
99,10
49,7
49,27
69,33
5,95
11,70
99,54
27,83
63,24
20,28
36,99
10,95
14,42
73,77
18,57
98,42
44,39
80,74
42,99
21,86
5,2
84,99
96,83
51,19
6,44
44,42
73,52
60,62
84,15
42,70
37,7
51,94
99,52
86,64
75,99
7,38
53,14
45,2
85,56
82,21
10,33
48,53
44,89
50,66
55,9
18,25
27,32
49,9
69,14
67,0
98,59
54,25
92,94
12,6
96,7
99,61
88,80
78,99
70,66
70,54
11,72
6,80
49,47
34,47
62,9
6,86
0,24
14,24
6,95
19,89
83,34
81,55
45,83
72,55
24,25
74,46
48,66
28,25
46,5
99,86
99,72
81,51
57,30
79,68
36,78
44,65
5,99
61,87
36,9
6,83
1,14
60,61
46,20
39,59
99,87
