row,col
53,72
6,44
49,6
30,65
66,53
60,62
23,32
52,15
51,99
23,62
75,63
27,41
74,96
86,99
96,97
55,52
27,70
48,50
64,34
45,52
18,39
82,94
80,88
88,77
72,9
77,49
48,34
97,78
46,47
41,9
67,3
87,39
57,14
49,81
85,14
97,89
41,0
87,95
45,46
3,24
80,46
45,60
28,24
9,63
64,98
30,6
34,74
96,1
69,96
73,64
54,73
66,18
67,11
29,99
78,57
53,34
43,98
51,73
11,69
54,16
41,1
76,81
6,72
24,30
44,46
36,48
57,34
7,70
85,99
76,16
99,99
32,15
24,38
49,29
2,5
62,81
64,76
81,9
70,75
62,2
49,99
9,48
56,88
80,30
95,57
78,1
57,21
63,14
84,48
18,21
42,3
79,73
59,73
37,47
54,87
6,99
12,61
9,1
33,99
46,97
