row,col
14,77
48,41
74,34
34,24
97,48
75,11
12,14
0,67
99,0
77,10
20,48
3,37
53,3
16,1
91,99
81,78
70,61
99,38
24,66
21,66
6,87
36,88
99,27
7,46
33,42
51,89
80,67
10,51
97,0
7,25
34,78
7,1
63,53
3,59
70,99
7,9
61,46
99,73
55,32
92,5
79,52
0,21
95,97
97,25
10,37
95,72
34,16
75,56
61,65
78,75
88,12
6,38
99,72
27,83
53,80
47,51
86,42
28,73
83,72
69,48
85,85
44,79
95,45
98,71
66,88
76,15
91,93
81,5
80,55
1,99
72,73
51,99
42,56
99,0
65,29
59,76
37,0
85,53
18,92
94,66
92,61
69,97
88,34
2,97
23,99
75,86
92,70
88,99
20,46
86,20
1,64
99,77
53,15
10,1
36,79
88,7
79,63
41,39
46,23
19,95
68,65
89,95
34,94
99,21
48,79
93,72
59,70
0,28
20,50
41,28
70,59
3,51
27,99
16,36
70,99
33,68
29,93
82,27
84,99
70,73
