row,col
46,84
27,72
48,58
95,30
93,23
42,28
25,96
83,82
94,22
79,29
42,77
37,39
68,58
39,69
85,5
84,3
60,31
99,4
61,94
5,23
84,70
3,21
50,25
25,67
46,16
45,14
13,39
63,19
49,64
30,14
78,5
99,59
46,70
82,80
72,82
98,71
41,20
40,70
68,28
78,6
41,17
43,53
82,32
72,71
14,28
35,99
14,30
88,82
70,49
60,50
21,85
18,75
60,90
81,80
84,8
63,30
92,91
71,14
7,97
42,0
26,93
95,40
66,36
52,27
58,70
6,8
44,24
92,69
69,65
83,32
37,98
73,62
7,68
42,56
98,64
54,65
29,2
28,25
82,51
74,2
77,79
17,22
9,56
95,90
26,87
0,34
68,32
66,4
82,93
14,77
