row,col
78,29
42,74
29,58
30,68
17,75
97,89
68,94
69,42
76,4
65,15
89,8
50,53
8,42
39,56
93,15
25,90
25,33
75,19
77,78
80,41
63,26
51,25
55,29
83,97
95,71
6,92
35,85
27,21
11,29
80,51
58,94
80,94
0,15
89,61
38,67
20,11
49,92
6,70
57,98
82,13
32,31
17,46
6,71
50,78
57,35
99,47
52,76
6,35
59,14
37,77
36,32
40,22
13,7
10,93
92,14
5,71
33,18
29,33
76,52
66,90
4,70
35,55
29,71
46,21
48,85
15,13
73,43
27,6
42,34
26,17
90,45
74,66
80,10
14,21
75,52
27,95
4,23
62,74
20,70
2,79
