row,col
29,93
18,1
15,18
52,94
31,91
52,96
76,4
6,87
89,32
41,94
40,70
97,12
38,37
49,24
97,50
12,87
43,23
88,91
99,78
57,72
57,58
40,98
34,8
30,62
5,31
82,7
34,11
92,27
82,37
1,43
0,15
57,65
29,95
93,70
77,63
12,91
18,34
24,28
13,69
22,8
4,47
85,27
26,81
12,11
9,88
56,62
89,27
14,14
55,61
11,74
46,73
48,25
10,35
54,12
55,54
47,63
65,67
45,18
67,5
83,36
45,94
5,74
78,81
81,56
50,4
10,71
20,30
79,52
48,51
34,23
59,25
29,40
68,42
82,88
71,75
20,48
64,20
19,77
2,3
78,17
