row,col
52,71
16,25
45,26
53,23
72,95
94,31
36,4
51,95
21,90
14,70
34,71
15,47
46,54
37,60
55,15
24,40
29,4
82,1
67,25
54,77
11,68
18,94
40,71
29,44
3,34
52,83
95,25
8,31
68,11
33,65
26,10
12,53
51,37
52,9
98,23
87,95
16,73
40,6
44,62
30,67
11,24
83,42
59,25
34,60
34,5
29,58
7,60
83,52
0,15
12,96
58,71
99,89
75,62
83,16
61,43
38,98
97,78
32,45
43,63
97,24
25,46
64,88
42,33
86,78
50,77
38,85
31,42
98,66
15,40
19,65
49,11
94,7
28,19
54,57
85,66
23,44
84,44
19,85
67,64
16,36
37,14
74,79
4,20
70,12
89,94
36,69
32,59
85,7
59,34
1,51
25,21
39,35
82,26
10,1
37,80
63,12
53,35
8,71
31,22
50,40
