row,col
11,71
38,32
68,27
27,19
90,43
69,9
10,11
0,61
92,0
71,8
16,43
3,29
48,3
13,1
84,97
75,72
64,55
95,30
19,60
17,60
5,81
28,82
92,21
6,41
26,33
46,83
74,61
8,46
90,0
6,20
27,72
6,1
57,48
3,53
64,96
6,7
55,36
92,67
50,25
85,4
73,47
0,17
88,90
90,20
8,29
88,66
27,13
69,51
55,59
72,69
82,10
5,30
97,66
21,77
48,74
37,46
80,33
22,67
77,66
63,38
79,79
39,73
88,40
91,65
60,82
70,12
84,86
75,4
74,50
1,96
66,67
46,98
33,51
96,0
59,23
53,70
29,0
79,48
14,85
87,60
85,55
63,90
82,27
2,90
18,99
69,80
85,64
82,95
16,36
80,16
1,58
92,71
48,12
8,1
28,73
82,6
73,57
32,31
41,18
15,88
62,59
83,88
27,87
94,17
38,73
86,66
53,64
0,22
16,45
32,22
64,53
3,46
21,96
13,28
64,95
26,62
23,86
76,21
78,99
64,67
