row,col
80,89
2,67
69,34
94,51
51,3
0,88
62,88
37,11
76,78
92,25
96,99
76,99
11,27
20,30
11,78
94,94
28,93
55,94
92,66
42,85
24,15
2,50
69,23
49,75
59,99
65,99
83,29
68,28
65,6
48,19
36,63
48,68
5,32
72,34
18,71
61,41
46,30
45,75
99,53
74,80
83,92
53,16
86,16
1,24
21,52
33,55
16,0
3,20
0,68
83,1
60,36
27,59
94,47
47,29
12,42
10,16
60,33
73,71
16,77
78,87
46,56
77,84
63,86
36,85
18,88
18,19
16,39
92,34
98,65
99,47
61,47
57,48
24,87
38,62
85,70
68,45
25,15
73,99
59,41
95,30
12,64
21,77
73,1
85,46
86,99
28,7
44,52
0,56
99,88
99,27
38,45
70,85
50,84
72,87
91,45
25,55
98,99
95,94
81,52
72,0
86,44
99,21
16,97
14,92
10,7
38,74
88,94
29,39
27,44
46,63
