row,col
98,23
55,58
48,27
83,46
59,67
2,53
44,81
5,7
41,35
50,50
11,69
62,21
28,25
74,66
71,79
37,52
68,29
54,3
89,85
65,36
30,71
59,80
64,59
83,62
11,50
41,89
94,80
26,2
30,94
29,12
67,70
18,78
2,29
90,75
52,29
20,31
62,18
21,76
40,66
89,58
41,63
17,84
64,75
45,9
22,73
84,80
57,24
47,50
79,48
19,32
37,18
70,52
81,54
83,26
5,93
35,42
98,37
83,38
40,34
83,75
2,48
15,43
64,88
12,87
3,48
1,78
39,10
80,9
91,60
28,77
74,54
99,96
90,59
43,82
97,67
20,52
36,23
73,12
3,15
86,98
80,21
17,42
73,4
59,53
70,3
95,87
81,39
45,77
5,13
19,27
25,77
87,59
87,79
83,82
66,23
54,0
29,4
80,31
33,73
68,37
57,21
50,69
86,60
20,19
59,2
61,15
33,99
23,3
20,57
1,64
