row,col
65,67
90,82
98,62
89,87
90,50
84,17
24,82
79,63
57,97
33,29
5,55
10,38
76,61
45,13
34,84
19,23
68,72
1,87
16,83
72,13
94,86
95,70
93,14
45,23
90,32
99,11
8,58
11,78
57,69
70,34
95,45
40,42
1,64
6,71
83,99
77,79
32,9
65,91
34,79
9,4
49,19
9,29
81,43
5,17
46,23
36,9
80,92
26,41
11,90
26,56
16,87
82,21
79,45
47,83
70,39
93,17
81,22
92,37
58,7
55,17
92,15
53,11
29,97
38,2
90,67
90,6
36,45
52,23
84,8
71,57
64,32
96,0
41,81
93,89
9,50
1,61
22,31
62,62
21,16
58,78
96,92
23,91
93,9
15,9
92,53
70,3
54,88
55,21
67,90
23,23
60,67
2,18
6,23
50,88
6,67
13,66
1,3
49,86
61,47
73,79
58,54
13,36
16,33
17,76
37,25
58,93
50,94
58,12
93,3
80,50
24,8
11,71
81,80
84,75
32,49
72,81
54,11
38,24
99,75
0,43
