row,col
97,76
78,48
99,70
87,74
42,54
43,68
68,45
46,57
32,48
38,44
29,69
59,23
25,41
7,65
99,50
1,47
45,71
43,55
81,32
82,15
64,76
99,82
20,16
24,42
47,7
28,9
97,99
2,50
37,41
78,95
99,47
34,63
99,44
19,3
42,61
37,38
18,98
48,45
81,61
30,86
99,98
37,33
80,23
46,99
77,48
54,6
16,64
84,32
59,64
63,86
32,29
66,99
45,79
57,7
43,48
23,85
42,19
79,86
76,87
68,89
43,7
12,36
32,45
42,14
99,99
99,99
46,55
30,99
86,51
93,82
7,10
53,47
69,30
60,16
99,25
77,57
41,91
42,5
87,3
96,83
45,72
44,84
98,53
69,89
93,61
74,45
93,63
49,23
43,48
3,56
