row,col
51,94
6,28
77,51
81,15
85,61
95,28
0,67
36,27
63,42
80,79
7,3
24,84
48,39
96,54
30,0
90,43
16,86
81,22
76,10
28,59
59,85
94,91
46,92
33,76
73,53
25,33
47,96
79,39
49,10
85,79
58,33
67,27
96,68
12,70
19,0
44,94
99,62
34,39
18,12
38,74
19,49
5,68
73,43
30,92
94,48
63,49
21,3
0,55
73,87
28,94
11,89
88,67
92,19
27,16
51,76
93,74
93,52
37,28
85,26
24,19
14,96
41,14
65,72
21,77
19,4
30,95
24,86
69,28
61,84
19,54
1,12
0,26
95,68
34,16
33,57
84,76
79,5
57,35
39,34
27,70
37,46
56,1
64,61
53,24
18,67
64,78
41,96
75,69
13,92
63,93
76,9
32,77
62,60
67,59
5,35
86,50
48,58
41,68
30,57
1,77
