row,col
54,60
21,69
43,2
32,90
53,15
2,72
59,73
43,48
15,62
1,27
53,46
83,54
77,5
18,9
42,67
94,49
43,12
2,30
29,74
49,47
38,75
48,20
21,23
49,84
96,12
3,91
56,1
73,14
66,27
3,51
62,51
86,42
13,21
37,14
61,98
15,37
83,80
81,95
9,26
32,40
12,40
43,8
2,51
30,97
8,25
54,14
22,27
5,45
25,44
70,85
68,97
93,62
56,83
30,71
42,3
94,93
80,30
43,54
35,6
36,48
13,18
33,90
28,79
51,62
50,7
61,63
99,57
48,66
4,46
29,39
18,93
1,59
8,72
33,57
1,1
22,31
34,34
3,20
74,27
56,63
99,51
65,44
82,80
69,96
75,46
80,44
60,51
60,83
37,69
83,1
