row,col
66,81
69,5
41,99
16,46
89,99
99,0
10,30
32,61
7,55
41,52
67,99
67,91
48,44
44,76
99,73
15,54
47,24
23,89
5,99
21,20
71,99
43,77
2,78
32,20
75,32
99,45
43,96
48,99
21,46
38,99
44,99
46,65
52,70
2,1
55,20
66,62
72,37
70,61
77,52
99,86
65,79
39,78
99,95
44,93
24,72
45,55
86,5
56,48
62,99
14,50
54,89
30,64
29,2
86,63
99,98
54,46
53,18
47,83
3,54
91,89
60,6
39,70
63,28
80,48
73,74
82,68
9,80
99,51
99,78
85,9
63,6
20,49
99,29
48,64
99,95
61,25
68,48
99,74
41,30
96,50
94,39
70,73
49,15
49,94
99,39
96,0
65,81
76,69
44,7
3,59
99,45
32,55
86,23
7,91
59,79
52,65
23,86
34,23
3,56
44,96
92,95
99,45
47,47
6,39
33,51
39,25
84,75
64,76
77,23
99,88
76,79
79,43
72,14
92,68
76,99
65,73
99,85
0,78
86,37
12,48
89,89
86,81
19,56
95,92
18,50
49,53
82,66
88,28
43,66
73,39
99,47
65,50
3,79
19,48
48,94
93,51
83,9
30,39
48,1
23,25
