row,col
52,43
87,54
77,67
79,34
98,21
39,68
86,78
38,41
95,45
69,93
9,91
74,38
14,3
60,6
99,91
54,76
55,18
77,54
20,45
47,68
50,47
12,63
99,99
6,78
15,5
99,0
64,45
38,36
42,88
86,9
62,14
41,99
48,99
48,59
99,16
69,43
12,12
60,83
21,72
32,99
29,80
92,10
82,25
29,95
36,48
89,84
70,33
48,84
11,43
45,47
95,98
92,76
5,44
23,59
81,96
78,73
84,7
78,21
74,15
11,80
51,38
87,60
46,99
15,45
99,88
99,18
98,98
95,76
18,98
19,30
37,64
97,46
64,9
16,77
49,99
9,89
64,46
45,21
38,47
55,2
1,69
54,37
9,45
10,93
11,21
19,9
67,25
97,51
34,27
89,99
37,34
89,46
18,0
18,99
70,57
45,48
7,91
99,66
74,66
33,60
48,37
99,10
51,47
46,57
27,76
53,33
12,85
78,16
78,9
71,95
89,98
45,46
51,76
72,99
1,41
79,30
57,98
94,81
98,95
55,95
