row,col
76,64
99,25
34,20
90,50
62,9
80,79
81,3
14,82
36,81
41,45
41,54
97,77
10,45
19,74
89,15
99,62
99,49
74,52
52,12
47,83
82,70
13,86
15,9
68,87
54,18
20,92
71,79
50,21
16,95
46,75
21,48
56,93
19,32
85,30
0,60
56,45
19,16
39,6
5,46
41,9
62,20
38,20
76,80
23,79
87,84
71,69
36,30
3,45
2,11
39,96
36,9
21,42
48,82
48,94
29,43
48,32
48,0
16,0
26,66
19,89
37,74
98,5
75,87
44,9
21,73
65,94
27,12
96,12
97,18
17,52
4,85
59,5
84,59
33,41
46,39
99,94
21,33
88,78
62,50
31,8
92,87
43,71
87,92
44,61
1,96
40,3
82,61
64,6
24,52
81,84
33,18
96,4
47,88
31,66
52,87
3,5
97,38
82,9
22,56
30,0
