row,col
50,45
37,98
73,99
25,59
16,23
37,3
84,93
88,56
47,77
28,91
16,51
47,48
11,99
57,10
28,49
47,65
48,32
30,65
61,44
82,46
3,99
99,89
99,94
32,81
14,61
47,5
39,94
99,93
36,46
89,81
79,10
47,70
56,54
51,64
32,16
72,99
29,99
99,86
76,80
70,67
56,45
34,1
54,15
9,85
45,14
61,91
23,36
89,3
94,27
20,57
36,70
19,99
80,3
32,88
39,66
83,84
55,62
95,75
89,45
91,80
63,56
16,95
73,9
74,12
51,37
45,37
16,9
99,44
96,7
21,66
99,3
23,91
43,99
99,95
89,88
24,38
68,52
44,36
16,75
96,43
75,94
47,47
99,69
59,75
39,19
70,81
83,75
99,71
25,77
53,61
49,47
30,33
7,62
65,11
19,88
18,74
50,46
55,77
78,69
91,11
85,99
99,6
59,63
69,88
51,51
51,84
76,86
36,99
99,38
65,19
